,Start station,End station,Start date,Start station number,End date,End station number,Account type,Total duration (Seconds)
15221,Riverside Ave & 23rd Ave S,Wilder Street & Marshall Ave,3,3,3,3,3,3
15222,Riverside Ave & 23rd Ave S,Willey Hall,32,32,32,32,32,32
15223,Riverside Ave & 23rd Ave S,Williamson Hall,9,9,9,9,9,9
15224,Riverside Ave & 23rd Ave S,Wirth Beach,2,2,2,2,2,2
15225,Riverside Ave & 23rd Ave S,YWCA Downtown,4,4,4,4,4,4
15226,Riverside Ave & 23rd Ave S,YWCA Uptown,2,2,2,2,2,2
15227,S 5th Street & Nicollet Mall,100 Main Street SE,155,155,155,155,155,155
15228,S 5th Street & Nicollet Mall,10th Street & Nicollet Mall,63,63,63,63,63,63
15229,S 5th Street & Nicollet Mall,11th Ave S & S 2nd Street,187,187,187,187,187,187
15230,S 5th Street & Nicollet Mall,11th Street & Hennepin,78,78,78,78,78,78
15231,S 5th Street & Nicollet Mall,11th Street & Marquette,94,94,94,94,94,94
15232,S 5th Street & Nicollet Mall,15th Ave SE & 4th Street SE,35,35,35,35,35,35
15233,S 5th Street & Nicollet Mall,15th Ave SE & Como Ave SE,30,30,30,30,30,30
15234,S 5th Street & Nicollet Mall,18th Ave Trail & 2nd Street NE,11,11,11,11,11,11
15235,S 5th Street & Nicollet Mall,22nd Ave S & Franklin Ave,17,17,17,17,17,17
15236,S 5th Street & Nicollet Mall,23rd Ave SE & 6th Street SE,3,3,3,3,3,3
15237,S 5th Street & Nicollet Mall,23rd Ave SE & University Ave SE,25,25,25,25,25,25
15238,S 5th Street & Nicollet Mall,25th Street & 33rd Ave S,72,72,72,72,72,72
15239,S 5th Street & Nicollet Mall,26th Street & Hennepin,24,24,24,24,24,24
15240,S 5th Street & Nicollet Mall,26th Street & Lyndale,21,21,21,21,21,21
15241,S 5th Street & Nicollet Mall,27th Ave S & Minnehaha Ave,1,1,1,1,1,1
15242,S 5th Street & Nicollet Mall,27th Ave SE & University Ave,15,15,15,15,15,15
15243,S 5th Street & Nicollet Mall,28th Street & Nicollet Ave. S,19,19,19,19,19,19
15244,S 5th Street & Nicollet Mall,2nd Ave N & N 6th Street,58,58,58,58,58,58
15245,S 5th Street & Nicollet Mall,2nd Ave N & Washington Ave N,114,114,114,114,114,114
15246,S 5th Street & Nicollet Mall,2nd Ave S & S 3rd Street,32,32,32,32,32,32
15247,S 5th Street & Nicollet Mall,2nd Street N & 8th Ave N,48,48,48,48,48,48
15248,S 5th Street & Nicollet Mall,2nd Street SE & 5th Ave SE,83,83,83,83,83,83
15249,S 5th Street & Nicollet Mall,38th Street Light Rail Station,11,11,11,11,11,11
15250,S 5th Street & Nicollet Mall,3rd Ave S & E 38th Street,8,8,8,8,8,8
15251,S 5th Street & Nicollet Mall,3rd Street N & 8th Ave N,65,65,65,65,65,65
15252,S 5th Street & Nicollet Mall,3rd Street NE & Lowry Ave NE,20,20,20,20,20,20
15253,S 5th Street & Nicollet Mall,46th Street Light Rail Station,4,4,4,4,4,4
15254,S 5th Street & Nicollet Mall,4th Street & 13th Ave SE,39,39,39,39,39,39
15255,S 5th Street & Nicollet Mall,4th Street & 17th Ave SE,8,8,8,8,8,8
15256,S 5th Street & Nicollet Mall,4th Street S & 19th Ave,20,20,20,20,20,20
15257,S 5th Street & Nicollet Mall,5th Ave N & 4th Street N,39,39,39,39,39,39
15258,S 5th Street & Nicollet Mall,5th Street NE & 1st Ave NE,6,6,6,6,6,6
15259,S 5th Street & Nicollet Mall,5th Street NE & 3rd Ave NE,37,37,37,37,37,37
15260,S 5th Street & Nicollet Mall,6th Ave SE & University Ave,249,249,249,249,249,249
15261,S 5th Street & Nicollet Mall,7th Street & 4th Ave S,43,43,43,43,43,43
15262,S 5th Street & Nicollet Mall,7th Street N & Plymouth Ave N,3,3,3,3,3,3
15263,S 5th Street & Nicollet Mall,7th Street SE & 10th Ave SE,12,12,12,12,12,12
15264,S 5th Street & Nicollet Mall,9th Street & 4th Ave,17,17,17,17,17,17
15265,S 5th Street & Nicollet Mall,9th Street N & Hawthorne Ave,36,36,36,36,36,36
15266,S 5th Street & Nicollet Mall,Bohemian Flats,41,41,41,41,41,41
15267,S 5th Street & Nicollet Mall,Boom Island Park,9,9,9,9,9,9
15268,S 5th Street & Nicollet Mall,Broadway & Marshall Street NE,50,50,50,50,50,50
15269,S 5th Street & Nicollet Mall,Bryant Ave N & West Broadway,2,2,2,2,2,2
15270,S 5th Street & Nicollet Mall,Carleton Street & University Ave ,5,5,5,5,5,5
15271,S 5th Street & Nicollet Mall,Central Ave NE & 22nd Ave NE,23,23,23,23,23,23
15272,S 5th Street & Nicollet Mall,Chicago & 27th Street,8,8,8,8,8,8
15273,S 5th Street & Nicollet Mall,Chicago Ave & S Washington Ave,99,99,99,99,99,99
15274,S 5th Street & Nicollet Mall,Cleveland Ave S & Highland Parkway,4,4,4,4,4,4
15275,S 5th Street & Nicollet Mall,Coffman Union,8,8,8,8,8,8
15276,S 5th Street & Nicollet Mall,Como Ave SE & 29th Ave SE,12,12,12,12,12,12
15277,S 5th Street & Nicollet Mall,Como Park Conservatory,1,1,1,1,1,1
15278,S 5th Street & Nicollet Mall,Cooke Hall,1,1,1,1,1,1
15279,S 5th Street & Nicollet Mall,Curfew Street & Ellis Ave.,5,5,5,5,5,5
15280,S 5th Street & Nicollet Mall,Currie Park,72,72,72,72,72,72
15281,S 5th Street & Nicollet Mall,Dale Street N & University Ave,1,1,1,1,1,1
15282,S 5th Street & Nicollet Mall,Delaware Street SE & 26th Ave SE,26,26,26,26,26,26
15283,S 5th Street & Nicollet Mall,Dupont Ave & 22nd Street,18,18,18,18,18,18
15284,S 5th Street & Nicollet Mall,Dupont Ave S & W 29th Street,22,22,22,22,22,22
15285,S 5th Street & Nicollet Mall,E Franklin Ave & Bloomington Ave S,9,9,9,9,9,9
15286,S 5th Street & Nicollet Mall,East Lake Street & 36th Ave S,5,5,5,5,5,5
15287,S 5th Street & Nicollet Mall,Elliot Ave S & E 24th Street,6,6,6,6,6,6
15288,S 5th Street & Nicollet Mall,Elliot Hall,4,4,4,4,4,4
15289,S 5th Street & Nicollet Mall,Elliot Park,21,21,21,21,21,21
15290,S 5th Street & Nicollet Mall,Elwood Ave N & Oak Park Ave N,29,29,29,29,29,29
15291,S 5th Street & Nicollet Mall,Farview Park,64,64,64,64,64,64
15292,S 5th Street & Nicollet Mall,Franklin & 11th Ave,15,15,15,15,15,15
15293,S 5th Street & Nicollet Mall,Franklin & 28th Ave,21,21,21,21,21,21
15294,S 5th Street & Nicollet Mall,Franklin & Portland,10,10,10,10,10,10
15295,S 5th Street & Nicollet Mall,Gateway Park,106,106,106,106,106,106
15296,S 5th Street & Nicollet Mall,Girard Ave N & W Broadway Ave,1,1,1,1,1,1
15297,S 5th Street & Nicollet Mall,Glenwood Ave & N Morgan Ave,2,2,2,2,2,2
15298,S 5th Street & Nicollet Mall,Grand Ave & Fairview Ave,1,1,1,1,1,1
15299,S 5th Street & Nicollet Mall,Grant Street & Portland Ave,24,24,24,24,24,24
15300,S 5th Street & Nicollet Mall,Groveland Ave & Clifton Place,38,38,38,38,38,38
15301,S 5th Street & Nicollet Mall,Hennepin & Central Avenue NE,86,86,86,86,86,86
15302,S 5th Street & Nicollet Mall,Hennepin & Laurel Ave,45,45,45,45,45,45
15303,S 5th Street & Nicollet Mall,Hennepin Ave & S Washington Ave,175,175,175,175,175,175
15304,S 5th Street & Nicollet Mall,Hennepin County Government Center,82,82,82,82,82,82
15305,S 5th Street & Nicollet Mall,Hiawatha Ave & E 50th Street,25,25,25,25,25,25
15306,S 5th Street & Nicollet Mall,IDS Center,104,104,104,104,104,104
15307,S 5th Street & Nicollet Mall,Kellogg Blvd & Wabasha Street,1,1,1,1,1,1
15308,S 5th Street & Nicollet Mall,Lake Calhoun Center,11,11,11,11,11,11
15309,S 5th Street & Nicollet Mall,Lake Harriet Bandshell,3,3,3,3,3,3
15310,S 5th Street & Nicollet Mall,Lake Nokomis,1,1,1,1,1,1
15311,S 5th Street & Nicollet Mall,Lake Street & Humboldt,13,13,13,13,13,13
15312,S 5th Street & Nicollet Mall,Lake Street & Knox Ave S,22,22,22,22,22,22
15313,S 5th Street & Nicollet Mall,Lake Street & West River Parkway,12,12,12,12,12,12
15314,S 5th Street & Nicollet Mall,Lexington Pkwy & University Ave,1,1,1,1,1,1
15315,S 5th Street & Nicollet Mall,Logan Park,33,33,33,33,33,33
15316,S 5th Street & Nicollet Mall,Loring Park,50,50,50,50,50,50
15317,S 5th Street & Nicollet Mall,Lyndale Ave S & 22nd Street ,37,37,37,37,37,37
15318,S 5th Street & Nicollet Mall,Lyndale Ave S & W 29th Street,31,31,31,31,31,31
15319,S 5th Street & Nicollet Mall,MCAD,20,20,20,20,20,20
15320,S 5th Street & Nicollet Mall,Malcolm Ave SE & 5th Street SE,10,10,10,10,10,10
15321,S 5th Street & Nicollet Mall,Mariucci Arena,5,5,5,5,5,5
15322,S 5th Street & Nicollet Mall,Marshall Street NE & 18th Ave NE,7,7,7,7,7,7
15323,S 5th Street & Nicollet Mall,Marshall Street NE & 8th Ave NE,36,36,36,36,36,36
15324,S 5th Street & Nicollet Mall,Marshall Street NE & Lowry Ave,1,1,1,1,1,1
15325,S 5th Street & Nicollet Mall,Mayo Memorial Building,2,2,2,2,2,2
15326,S 5th Street & Nicollet Mall,McNamara Center,6,6,6,6,6,6
15327,S 5th Street & Nicollet Mall,Midtown Exchange,12,12,12,12,12,12
15328,S 5th Street & Nicollet Mall,Midtown Greenway & 5th Ave S,8,8,8,8,8,8
15329,S 5th Street & Nicollet Mall,Midtown YWCA,8,8,8,8,8,8
15330,S 5th Street & Nicollet Mall,Mill City Quarter,236,236,236,236,236,236
15331,S 5th Street & Nicollet Mall,Minneapolis Farmers Market,12,12,12,12,12,12
15332,S 5th Street & Nicollet Mall,Minneapolis Park & Recreation Board,34,34,34,34,34,34
15333,S 5th Street & Nicollet Mall,Minnehaha Park,13,13,13,13,13,13
15334,S 5th Street & Nicollet Mall,Minnesota History Center,1,1,1,1,1,1
15335,S 5th Street & Nicollet Mall,Mpls Convention Center,65,65,65,65,65,65
15336,S 5th Street & Nicollet Mall,N 4th Ave & W River Parkway,31,31,31,31,31,31
15337,S 5th Street & Nicollet Mall,N Robert Street & E 10th Street,1,1,1,1,1,1
15338,S 5th Street & Nicollet Mall,N Victoria Street & University Ave ,1,1,1,1,1,1
15339,S 5th Street & Nicollet Mall,N Washington Ave & 9th Ave N,89,89,89,89,89,89
15340,S 5th Street & Nicollet Mall,NE Central Ave & NE 14th Ave,4,4,4,4,4,4
15341,S 5th Street & Nicollet Mall,Nice Ride World Headquarters,1,1,1,1,1,1
15342,S 5th Street & Nicollet Mall,Nicollet & Franklin,62,62,62,62,62,62
15343,S 5th Street & Nicollet Mall,Nicollet Ave & W 37th Street,11,11,11,11,11,11
15344,S 5th Street & Nicollet Mall,Nicollet Island,48,48,48,48,48,48
15345,S 5th Street & Nicollet Mall,Nicollet Mall & Grant Street,78,78,78,78,78,78
15346,S 5th Street & Nicollet Mall,North 2nd Street & 4th Ave N,145,145,145,145,145,145
15347,S 5th Street & Nicollet Mall,North Mississippi Regional Park,1,1,1,1,1,1
15348,S 5th Street & Nicollet Mall,Oak Street Ramp,10,10,10,10,10,10
15349,S 5th Street & Nicollet Mall,Park Ave & 4th Street S,173,173,173,173,173,173
15350,S 5th Street & Nicollet Mall,Pleasant Ave S &  Lake Street,3,3,3,3,3,3
15351,S 5th Street & Nicollet Mall,Plymouth Ave N &  N Oliver Ave,2,2,2,2,2,2
15352,S 5th Street & Nicollet Mall,Portland Ave & Washington Ave,93,93,93,93,93,93
15353,S 5th Street & Nicollet Mall,Riverside Ave & 23rd Ave S,2,2,2,2,2,2
15354,S 5th Street & Nicollet Mall,S 5th Street & Nicollet Mall,277,277,277,277,277,277
15355,S 5th Street & Nicollet Mall,S 8th Street & 2nd Ave S,33,33,33,33,33,33
15356,S 5th Street & Nicollet Mall,SE 3rd Ave & University Ave SE,52,52,52,52,52,52
15357,S 5th Street & Nicollet Mall,Sanford Hall,28,28,28,28,28,28
15358,S 5th Street & Nicollet Mall,Selby Ave & Virginia Street,1,1,1,1,1,1
15359,S 5th Street & Nicollet Mall,Social Sciences,6,6,6,6,6,6
15360,S 5th Street & Nicollet Mall,South 2nd Street & 3rd Ave S,122,122,122,122,122,122
15361,S 5th Street & Nicollet Mall,Target Field Station,52,52,52,52,52,52
15362,S 5th Street & Nicollet Mall,U of M St. Paul Student Center,7,7,7,7,7,7
15363,S 5th Street & Nicollet Mall,Union Depot,1,1,1,1,1,1
15364,S 5th Street & Nicollet Mall,University & Bank Street SE,88,88,88,88,88,88
15365,S 5th Street & Nicollet Mall,University Ave NE & 12th Ave NE,35,35,35,35,35,35
15366,S 5th Street & Nicollet Mall,University Ave SE & Bedford Street SE,3,3,3,3,3,3
15367,S 5th Street & Nicollet Mall,University of St. Thomas,1,1,1,1,1,1
15368,S 5th Street & Nicollet Mall,Upton Ave S & Sheridan Ave S,1,1,1,1,1,1
15369,S 5th Street & Nicollet Mall,W 31st Street & Hennepin Ave S,24,24,24,24,24,24
15370,S 5th Street & Nicollet Mall,Walker Art Center,77,77,77,77,77,77
15371,S 5th Street & Nicollet Mall,Washington & Cedar,179,179,179,179,179,179
15372,S 5th Street & Nicollet Mall,Washington & Marquette,127,127,127,127,127,127
15373,S 5th Street & Nicollet Mall,Washington Ave N & Cedar Lake Trail,84,84,84,84,84,84
15374,S 5th Street & Nicollet Mall,Washington Ave S & 10th Ave S,58,58,58,58,58,58
15375,S 5th Street & Nicollet Mall,Washington Ave SE & Union Street SE,45,45,45,45,45,45
15376,S 5th Street & Nicollet Mall,Weisman Art Museum,14,14,14,14,14,14
15377,S 5th Street & Nicollet Mall,West 15th Street & Willow,175,175,175,175,175,175
15378,S 5th Street & Nicollet Mall,West 32nd Street & Bryant Ave S,4,4,4,4,4,4
15379,S 5th Street & Nicollet Mall,West 34th Street  & Hennepin Ave S,3,3,3,3,3,3
15380,S 5th Street & Nicollet Mall,West 36th Street & Bryant Ave S,16,16,16,16,16,16
15381,S 5th Street & Nicollet Mall,West Broadway & Logan Ave N,3,3,3,3,3,3
15382,S 5th Street & Nicollet Mall,Willey Hall,1,1,1,1,1,1
15383,S 5th Street & Nicollet Mall,Williamson Hall,7,7,7,7,7,7
15384,S 5th Street & Nicollet Mall,Wirth Beach,5,5,5,5,5,5
15385,S 5th Street & Nicollet Mall,YWCA Downtown,102,102,102,102,102,102
15386,S 5th Street & Nicollet Mall,YWCA Uptown,13,13,13,13,13,13
15387,S 8th Street & 2nd Ave S,100 Main Street SE,52,52,52,52,52,52
15388,S 8th Street & 2nd Ave S,10th Street & Nicollet Mall,17,17,17,17,17,17
15389,S 8th Street & 2nd Ave S,11th Ave S & S 2nd Street,114,114,114,114,114,114
15390,S 8th Street & 2nd Ave S,11th Street & Hennepin,21,21,21,21,21,21
15391,S 8th Street & 2nd Ave S,11th Street & Marquette,18,18,18,18,18,18
15392,S 8th Street & 2nd Ave S,15th Ave SE & 4th Street SE,11,11,11,11,11,11
15393,S 8th Street & 2nd Ave S,15th Ave SE & Como Ave SE,1,1,1,1,1,1
15394,S 8th Street & 2nd Ave S,22nd Ave NE & California Street NE,1,1,1,1,1,1
15395,S 8th Street & 2nd Ave S,22nd Ave S & Franklin Ave,6,6,6,6,6,6
15396,S 8th Street & 2nd Ave S,23rd Ave SE & University Ave SE,1,1,1,1,1,1
15397,S 8th Street & 2nd Ave S,25th Street & 33rd Ave S,27,27,27,27,27,27
15398,S 8th Street & 2nd Ave S,26th Street & Hennepin,12,12,12,12,12,12
15399,S 8th Street & 2nd Ave S,26th Street & Lyndale,14,14,14,14,14,14
15400,S 8th Street & 2nd Ave S,27th Ave S & Minnehaha Ave,3,3,3,3,3,3
15401,S 8th Street & 2nd Ave S,27th Ave SE & University Ave,3,3,3,3,3,3
15402,S 8th Street & 2nd Ave S,28th Street & Nicollet Ave. S,9,9,9,9,9,9
15403,S 8th Street & 2nd Ave S,2nd Ave N & N 6th Street,12,12,12,12,12,12
15404,S 8th Street & 2nd Ave S,2nd Ave N & Washington Ave N,26,26,26,26,26,26
15405,S 8th Street & 2nd Ave S,2nd Ave S & S 3rd Street,36,36,36,36,36,36
15406,S 8th Street & 2nd Ave S,2nd Street N & 8th Ave N,7,7,7,7,7,7
15407,S 8th Street & 2nd Ave S,2nd Street SE & 5th Ave SE,97,97,97,97,97,97
15408,S 8th Street & 2nd Ave S,38th Street Light Rail Station,1,1,1,1,1,1
15409,S 8th Street & 2nd Ave S,3rd Ave S & E 38th Street,2,2,2,2,2,2
15410,S 8th Street & 2nd Ave S,3rd Street N & 8th Ave N,13,13,13,13,13,13
15411,S 8th Street & 2nd Ave S,46th Street Light Rail Station,1,1,1,1,1,1
15412,S 8th Street & 2nd Ave S,4th Street & 13th Ave SE,17,17,17,17,17,17
15413,S 8th Street & 2nd Ave S,4th Street & 17th Ave SE,2,2,2,2,2,2
15414,S 8th Street & 2nd Ave S,4th Street S & 19th Ave,8,8,8,8,8,8
15415,S 8th Street & 2nd Ave S,5th Ave N & 4th Street N,7,7,7,7,7,7
15416,S 8th Street & 2nd Ave S,5th Street NE & 1st Ave NE,6,6,6,6,6,6
15417,S 8th Street & 2nd Ave S,5th Street NE & 3rd Ave NE,28,28,28,28,28,28
15418,S 8th Street & 2nd Ave S,6th Ave SE & University Ave,66,66,66,66,66,66
15419,S 8th Street & 2nd Ave S,7th Street & 4th Ave S,10,10,10,10,10,10
15420,S 8th Street & 2nd Ave S,7th Street N & Plymouth Ave N,1,1,1,1,1,1
15421,S 8th Street & 2nd Ave S,7th Street SE & 10th Ave SE,28,28,28,28,28,28
15422,S 8th Street & 2nd Ave S,9th Street & 4th Ave,15,15,15,15,15,15
15423,S 8th Street & 2nd Ave S,9th Street N & Hawthorne Ave,9,9,9,9,9,9
15424,S 8th Street & 2nd Ave S,Bohemian Flats,5,5,5,5,5,5
15425,S 8th Street & 2nd Ave S,Boom Island Park,6,6,6,6,6,6
15426,S 8th Street & 2nd Ave S,Broadway & Marshall Street NE,2,2,2,2,2,2
15427,S 8th Street & 2nd Ave S,Bryant Ave N & West Broadway,1,1,1,1,1,1
15428,S 8th Street & 2nd Ave S,Central Ave NE & 22nd Ave NE,14,14,14,14,14,14
15429,S 8th Street & 2nd Ave S,Chicago & 27th Street,3,3,3,3,3,3
15430,S 8th Street & 2nd Ave S,Chicago Ave & S Washington Ave,57,57,57,57,57,57
15431,S 8th Street & 2nd Ave S,Civil Engineering,1,1,1,1,1,1
15432,S 8th Street & 2nd Ave S,Coffman Union,6,6,6,6,6,6
15433,S 8th Street & 2nd Ave S,Como Ave SE & 29th Ave SE,1,1,1,1,1,1
15434,S 8th Street & 2nd Ave S,Curfew Street & Ellis Ave.,1,1,1,1,1,1
15435,S 8th Street & 2nd Ave S,Currie Park,7,7,7,7,7,7
15436,S 8th Street & 2nd Ave S,Dupont Ave & 22nd Street,5,5,5,5,5,5
15437,S 8th Street & 2nd Ave S,Dupont Ave S & W 29th Street,12,12,12,12,12,12
15438,S 8th Street & 2nd Ave S,E 38th Street & 42nd Ave S,1,1,1,1,1,1
15439,S 8th Street & 2nd Ave S,E Franklin Ave & Bloomington Ave S,4,4,4,4,4,4
15440,S 8th Street & 2nd Ave S,East Lake Street & 36th Ave S,6,6,6,6,6,6
15441,S 8th Street & 2nd Ave S,Elliot Ave S & E 24th Street,5,5,5,5,5,5
15442,S 8th Street & 2nd Ave S,Elliot Hall,2,2,2,2,2,2
15443,S 8th Street & 2nd Ave S,Elliot Park,63,63,63,63,63,63
15444,S 8th Street & 2nd Ave S,Elwood Ave N & Oak Park Ave N,6,6,6,6,6,6
15445,S 8th Street & 2nd Ave S,Fairview Ave & University Ave,1,1,1,1,1,1
15446,S 8th Street & 2nd Ave S,Franklin & 11th Ave,3,3,3,3,3,3
15447,S 8th Street & 2nd Ave S,Franklin & 28th Ave,17,17,17,17,17,17
15448,S 8th Street & 2nd Ave S,Franklin & Portland,10,10,10,10,10,10
15449,S 8th Street & 2nd Ave S,Gateway Park,30,30,30,30,30,30
15450,S 8th Street & 2nd Ave S,Glenwood Ave & N Morgan Ave,1,1,1,1,1,1
15451,S 8th Street & 2nd Ave S,Grant Street & Portland Ave,23,23,23,23,23,23
15452,S 8th Street & 2nd Ave S,Groveland Ave & Clifton Place,24,24,24,24,24,24
15453,S 8th Street & 2nd Ave S,Hennepin & Central Avenue NE,9,9,9,9,9,9
15454,S 8th Street & 2nd Ave S,Hennepin & Laurel Ave,8,8,8,8,8,8
15455,S 8th Street & 2nd Ave S,Hennepin Ave & S Washington Ave,22,22,22,22,22,22
15456,S 8th Street & 2nd Ave S,Hennepin County Government Center,96,96,96,96,96,96
15457,S 8th Street & 2nd Ave S,IDS Center,18,18,18,18,18,18
15458,S 8th Street & 2nd Ave S,Lake Calhoun Center,6,6,6,6,6,6
15459,S 8th Street & 2nd Ave S,Lake Nokomis,1,1,1,1,1,1
15460,S 8th Street & 2nd Ave S,Lake Street & Humboldt,14,14,14,14,14,14
15461,S 8th Street & 2nd Ave S,Lake Street & Knox Ave S,17,17,17,17,17,17
15462,S 8th Street & 2nd Ave S,Lake Street & West River Parkway,4,4,4,4,4,4
15463,S 8th Street & 2nd Ave S,Logan Park,6,6,6,6,6,6
15464,S 8th Street & 2nd Ave S,Loring Park,44,44,44,44,44,44
15465,S 8th Street & 2nd Ave S,Lyndale Ave S & 22nd Street ,15,15,15,15,15,15
15466,S 8th Street & 2nd Ave S,Lyndale Ave S & W 29th Street,14,14,14,14,14,14
15467,S 8th Street & 2nd Ave S,MCAD,40,40,40,40,40,40
15468,S 8th Street & 2nd Ave S,Malcolm Ave SE & 5th Street SE,3,3,3,3,3,3
15469,S 8th Street & 2nd Ave S,Mariucci Arena,2,2,2,2,2,2
15470,S 8th Street & 2nd Ave S,Marshall Street NE & 18th Ave NE,2,2,2,2,2,2
15471,S 8th Street & 2nd Ave S,Marshall Street NE & 8th Ave NE,9,9,9,9,9,9
15472,S 8th Street & 2nd Ave S,Marshall Street NE & Lowry Ave,2,2,2,2,2,2
15473,S 8th Street & 2nd Ave S,McNamara Center,3,3,3,3,3,3
15474,S 8th Street & 2nd Ave S,Midtown Exchange,19,19,19,19,19,19
15475,S 8th Street & 2nd Ave S,Midtown Greenway & 5th Ave S,8,8,8,8,8,8
15476,S 8th Street & 2nd Ave S,Midtown YWCA,10,10,10,10,10,10
15477,S 8th Street & 2nd Ave S,Mill City Quarter,25,25,25,25,25,25
15478,S 8th Street & 2nd Ave S,Minneapolis Farmers Market,12,12,12,12,12,12
15479,S 8th Street & 2nd Ave S,Minnehaha Park,2,2,2,2,2,2
15480,S 8th Street & 2nd Ave S,Mpls Convention Center,39,39,39,39,39,39
15481,S 8th Street & 2nd Ave S,N 4th Ave & W River Parkway,5,5,5,5,5,5
15482,S 8th Street & 2nd Ave S,N Washington Ave & 9th Ave N,16,16,16,16,16,16
15483,S 8th Street & 2nd Ave S,NE Central Ave & NE 14th Ave,2,2,2,2,2,2
15484,S 8th Street & 2nd Ave S,Nice Ride World Headquarters,1,1,1,1,1,1
15485,S 8th Street & 2nd Ave S,Nicollet & Franklin,18,18,18,18,18,18
15486,S 8th Street & 2nd Ave S,Nicollet Ave & W 37th Street,5,5,5,5,5,5
15487,S 8th Street & 2nd Ave S,Nicollet Island,14,14,14,14,14,14
15488,S 8th Street & 2nd Ave S,Nicollet Mall & Grant Street,51,51,51,51,51,51
15489,S 8th Street & 2nd Ave S,North 2nd Street & 4th Ave N,128,128,128,128,128,128
15490,S 8th Street & 2nd Ave S,North Mississippi Regional Park,3,3,3,3,3,3
15491,S 8th Street & 2nd Ave S,Oak Street Ramp,11,11,11,11,11,11
15492,S 8th Street & 2nd Ave S,Park Ave & 4th Street S,90,90,90,90,90,90
15493,S 8th Street & 2nd Ave S,Pleasant Ave S &  Lake Street,4,4,4,4,4,4
15494,S 8th Street & 2nd Ave S,Plymouth Ave N &  N Oliver Ave,8,8,8,8,8,8
15495,S 8th Street & 2nd Ave S,Portland Ave & Washington Ave,28,28,28,28,28,28
15496,S 8th Street & 2nd Ave S,S 5th Street & Nicollet Mall,25,25,25,25,25,25
15497,S 8th Street & 2nd Ave S,S 8th Street & 2nd Ave S,87,87,87,87,87,87
15498,S 8th Street & 2nd Ave S,SE 3rd Ave & University Ave SE,32,32,32,32,32,32
15499,S 8th Street & 2nd Ave S,Sanford Hall,10,10,10,10,10,10
15500,S 8th Street & 2nd Ave S,South 2nd Street & 3rd Ave S,86,86,86,86,86,86
15501,S 8th Street & 2nd Ave S,Target Field Station,20,20,20,20,20,20
15502,S 8th Street & 2nd Ave S,University & Bank Street SE,42,42,42,42,42,42
15503,S 8th Street & 2nd Ave S,University Ave NE & 12th Ave NE,4,4,4,4,4,4
15504,S 8th Street & 2nd Ave S,University of St. Thomas,2,2,2,2,2,2
15505,S 8th Street & 2nd Ave S,Upton Ave S & Sheridan Ave S,3,3,3,3,3,3
15506,S 8th Street & 2nd Ave S,W 31st Street & Hennepin Ave S,1,1,1,1,1,1
15507,S 8th Street & 2nd Ave S,W 50th Street & W Minnehaha Pkwy,2,2,2,2,2,2
15508,S 8th Street & 2nd Ave S,Walker Art Center,56,56,56,56,56,56
15509,S 8th Street & 2nd Ave S,Washington & Cedar,25,25,25,25,25,25
15510,S 8th Street & 2nd Ave S,Washington & Marquette,23,23,23,23,23,23
15511,S 8th Street & 2nd Ave S,Washington Ave N & Cedar Lake Trail,1,1,1,1,1,1
15512,S 8th Street & 2nd Ave S,Washington Ave S & 10th Ave S,116,116,116,116,116,116
15513,S 8th Street & 2nd Ave S,Washington Ave SE & Union Street SE,3,3,3,3,3,3
15514,S 8th Street & 2nd Ave S,Weisman Art Museum,4,4,4,4,4,4
15515,S 8th Street & 2nd Ave S,West 15th Street & Willow,85,85,85,85,85,85
15516,S 8th Street & 2nd Ave S,West 32nd Street & Bryant Ave S,59,59,59,59,59,59
15517,S 8th Street & 2nd Ave S,West 34th Street  & Hennepin Ave S,2,2,2,2,2,2
15518,S 8th Street & 2nd Ave S,West 36th Street & Bryant Ave S,21,21,21,21,21,21
15519,S 8th Street & 2nd Ave S,Willey Hall,2,2,2,2,2,2
15520,S 8th Street & 2nd Ave S,Williamson Hall,4,4,4,4,4,4
15521,S 8th Street & 2nd Ave S,Wirth Beach,2,2,2,2,2,2
15522,S 8th Street & 2nd Ave S,YWCA Downtown,29,29,29,29,29,29
15523,S 8th Street & 2nd Ave S,YWCA Uptown,35,35,35,35,35,35
15524,SE 3rd Ave & University Ave SE,100 Main Street SE,56,56,56,56,56,56
15525,SE 3rd Ave & University Ave SE,10th Street & Nicollet Mall,4,4,4,4,4,4
15526,SE 3rd Ave & University Ave SE,11th Ave S & S 2nd Street,40,40,40,40,40,40
15527,SE 3rd Ave & University Ave SE,11th Street & Hennepin,3,3,3,3,3,3
15528,SE 3rd Ave & University Ave SE,11th Street & Marquette,8,8,8,8,8,8
15529,SE 3rd Ave & University Ave SE,15th Ave SE & 4th Street SE,31,31,31,31,31,31
15530,SE 3rd Ave & University Ave SE,15th Ave SE & Como Ave SE,13,13,13,13,13,13
15531,SE 3rd Ave & University Ave SE,18th Ave Trail & 2nd Street NE,3,3,3,3,3,3
15532,SE 3rd Ave & University Ave SE,22nd Ave NE & California Street NE,36,36,36,36,36,36
15533,SE 3rd Ave & University Ave SE,22nd Ave S & Franklin Ave,2,2,2,2,2,2
15534,SE 3rd Ave & University Ave SE,23rd Ave SE & 6th Street SE,2,2,2,2,2,2
15535,SE 3rd Ave & University Ave SE,23rd Ave SE & University Ave SE,15,15,15,15,15,15
